title,infobox_json
Đại học Brown,"{""Tên cũ"": ""Rhode Island College (1764–1804)"", ""Khẩu hiệu"": ""In Deo Speramus ( tiếng Latinh )"", ""Khẩu hiệu trong Tiếng Anh"": ""\""In God We Hope\"" [ 2 ]"", ""Loại hình"": ""Đại học nghiên cứu tư thục"", ""Thành lập"": ""15 tháng 9 năm 1764 ; 261 năm trước ( 1764-09-15 )"", ""Công nhận"": ""NECHE"", ""Liên kết học tập"": ""Hiệp hội Viện Đại học Mỹ COFHE URA NAICU Space-grant"", ""Tài trợ"": ""7,2 tỷ đô la Mỹ (2024) [ 3 ]"", ""Kinh phí"": ""1,28 tỷ đô la Mỹ (2023) [ 4 ]"", ""Viện trưởng"": ""Christina Paxson"", ""Phó hiệu trưởng"": ""Francis J. Doyle III"", ""Giảng viên"": ""848 [ 5 ]"", ""Sinh viên"": ""10,737 [ 5 ]"", ""Sinh viên đại học"": ""7,222 [ 5 ]"", ""Sinh viên sau đại học"": [""2,920"", ""["", ""5"", ""]"", ""595"", ""sinh viên y khoa"", ""["", ""5"", ""]""], ""Vị trí"": [""Providence"", "","", ""Rhode Island"", "","", ""Hoa Kỳ"", ""41°49′34″B"", ""71°24′11″T"", ""﻿ / ﻿"", ""41,82611°B 71,40306°T"", ""﻿ /"", ""41.82611; -71.40306""], ""Khuôn viên"": ""Midsize city, 143 mẫu Anh (58 ha)"", ""Những khuôn viên khác"": ""Groton Madrid"", ""Tờ báo"": ""The Brown Daily Herald"", ""Màu"": [""Seal Brown, Cardinal Red, và White"", ""["", ""6"", ""]""], ""Biệt danh"": ""Bears"", ""Liên kết thể thao"": ""NCAA Division I FCS – Ivy League ECAC Hockey EARC EAWRC NEISA CWPA IRA"", ""Linh vật"": ""Bruno the Bear"", ""Website"": ""brown.edu""}"
Đại học Cairo,"{""Tên cũ"": [""Đại học Ai Cập"", ""(1908–1940)"", ""Đại học Fuad I"", ""(1940–1954)""], ""Khẩu hiệu"": ""التميز في التعليم الجامعي"", ""Khẩu hiệu trong Tiếng Anh"": ""Excellence in Higher Education."", ""Loại hình"": ""Đại học công lập"", ""Thành lập"": ""1908 ; 117 năm trước ( 1908 )"", ""Sáng lập"": [""Fuad I"", ""(Tiêu biểu nhất)""], ""Liên kết học tập"": [""UNIMED"", ""AAU"", ""AUF""], ""Viện trưởng"": ""Mohamed Samy Abdel-Sadak"", ""Giảng viên"": ""14.518+ (2024)"", ""Sinh viên"": ""207.853+ (2024)"", ""Vị trí"": [""Giza"", "","", ""Giza"", "","", ""Ai Cập"", ""30°01′39″B"", ""31°12′37″Đ"", ""﻿ / ﻿"", ""30,0276°B 31,21014°Đ"", ""﻿ /"", ""30.02760; 31.21014""], ""Khuôn viên"": ""Đô thị"", ""Du học sinh"": ""6.963+ (2024)"", ""Linh vật"": ""Thoth"", ""Website"": [""cu"", "".edu"", "".eg"", ""/Home"", ""("", ""English version"", "")""]}"
Đại học California,"{""Loại"": ""Hệ thống đại học tiểu bang công lập"", ""Khẩu hiệu"": ""Fiat lux ( Latin )"", ""Thành lập"": ""March 23, 1868 ; 157 năm trước ( March 23, 1868 )"", ""Nhân viên"": ""173,300 (2024) [ 1 ]"", ""Giảng viên"": ""25,400 (2024) [ 1 ]"", ""Số Sinh viên"": ""295,573 (2023) [ 2 ]"", ""Số cơ sở"": ""10 viện đại học, 1 trường luật, 1 phòng thí nghiệm quốc gia"", ""Màu"": [""Xanh & Vàng"", ""["", ""3"", ""]""], ""Kinh phí"": ""51,4 tỷ đô la (2023–2024) [ 1 ]"", ""Website"": ""www .universityofcalifornia .edu"", ""Sinh viên đại học"": ""233,272 (2023) [ 2 ]"", ""Sinh viên sau đại học"": ""62,229 (2023) [ 2 ]""}"
Đại học Cartagena,{}
Đại học California tại Berkeley,"{""Loại"": ""Công lập"", ""Khẩu hiệu"": [""Fiat lux"", ""("", ""Latinh"", "")"", ""(Hãy có ánh sáng)""], ""Thành lập"": ""23 tháng 3 năm 1868 ; 157 năm trước ( 1868-03-23 )"", ""Giảng viên"": ""1.950"", ""Khuôn viên"": ""Nội Thành , 1.232 acre (5 km²)\nTổng diện tích sở hữu: 6,679 acre (27 km²)"", ""Linh vật"": ""Oski the Bear"", ""Tài trợ"": ""$4.6 tỉ (2018)"", ""Thể thao"": ""California Golden Bears"", ""Website"": ""www.berkeley.edu"", ""Hiệu trưởng danh dự"": ""Robert Birgeneau"", ""Sinh viên đại học"": ""30.853"", ""Sinh viên sau đại học"": ""11.666""}"
Đại học Charles Sturt,{}
Đại học Charles-Ferdinand,{}
Đại học Chhatrapati Shahu Ji Maharaj,{}
Đại học Bắc Kinh,"{""Loại"": ""công lập"", ""Thành lập"": ""1898"", ""Hiệu trưởng"": ""Hứa Trí Hoành (许智宏)"", ""Giảng viên"": ""4.206"", ""Khuôn viên"": ""nội thành"", ""Website"": ""www.pku.edu.cn"", ""Thành viên"": ""IARU , APRU , BESETOHA , Universitas 21"", ""Sinh viên đại học"": ""15.128"", ""Sinh viên sau đại học"": ""15.039""}"
Đại học Chiến tranh Lục quân (Nhật Bản),{}
Đại học Cincinnati,{}
Đại học Carnegie Mellon,"{""Tên cũ"": [""Carnegie Technical Schools (1900–1912)"", ""Viện Công nghệ Carnegie (1912–1967)"", ""Viện Nghiên cứu Công nghiệp Mellon"", ""(1913–1967)""], ""Khẩu hiệu"": ""\""My heart is in the work\"" – Andrew Carnegie"", ""Loại hình"": ""Đại học nghiên cứu tư thục"", ""Thành lập"": ""15 tháng 11 năm 1900 ; 124 năm trước ( 1900-11-15 ) [ 1 ]"", ""Sáng lập"": ""Andrew Carnegie Andrew Mellon Richard B. Mellon"", ""Công nhận"": ""MSCHE"", ""Liên kết học tập"": ""Hiệp hội Viện Đại học Mỹ AITU NAICU ORAU URA Space-grant"", ""Tài trợ"": ""4,0 tỷ đô la Mỹ (2024) [ 2 ]"", ""Viện trưởng"": ""Farnam Jahanian"", ""Phó hiệu trưởng"": ""James Garrett"", ""Giảng viên"": ""1,483 [ 3 ]"", ""Sinh viên"": ""16,335 (2023) [ 4 ]"", ""Sinh viên đại học"": ""7,604 (2023) [ 4 ]"", ""Sinh viên sau đại học"": ""8,542 (2023) [ 4 ]"", ""Vị trí"": [""Pittsburgh"", "", Pennsylvania"", "","", ""Hoa Kỳ"", ""40°26′33″B"", ""79°56′36″T"", ""﻿ / ﻿"", ""40,4425°B 79,94333°T"", ""﻿ /"", ""40.44250; -79.94333""], ""Khuôn viên"": ""Thành phố lớn [ 6 ] , 157,2 mẫu Anh (63,6 ha) [ 5 ]"", ""Những khuôn viên khác"": ""Hoa Kỳ: Los Angeles Thành phố New York Mountain View Washington, D.C. Quốc tế: Doha Kigali Trực tuyến"", ""Tờ báo"": ""The Tartan"", ""Màu"": [""Red, black, steel gray, and iron gray"", ""["", ""7"", ""]"", ""["", ""8"", ""]""], ""Biệt danh"": ""Tartans"", ""Liên kết thể thao"": ""NCAA Division III – UAA PAC ACHA IRA [ 9 ]"", ""Linh vật"": ""Scotty the Scottish Terrier [ 10 ]"", ""Website"": ""cmu .edu""}"
Đại học Charles ở Praha,{}
Đại học Cao Ly,"{""Tên cũ"": [""Bosung College"", ""(1905–1921)"", ""Bosung Professional College"", ""(1922–1945)""], ""Khẩu hiệu"": [""Libertas, Justitia, Veritas"", ""자유, 정의, 진리"", ""(自由, 正義, 眞理)"", ""(Tự do, Chính nghĩa, Chân lý)"", ""["", ""2"", ""]""], ""Khẩu hiệu trong Tiếng Anh"": ""\""Liberty, Justice, Truth\"""", ""Loại hình"": ""Đại học tư thục"", ""Thành lập"": ""5 tháng 5 năm 1905 ; 120 năm trước ( 1905-05-05 )"", ""Viện trưởng"": ""Jin-taek Chung [ 3 ]"", ""Giảng viên"": [""1,442 toàn thời gian"", ""2,834 bán thời gian"", ""(2019)"", ""["", ""4"", ""]""], ""Sinh viên"": ""29,757 (2019) [ 4 ]"", ""Sinh viên đại học"": ""21,165 (2019) [ 4 ]"", ""Sinh viên sau đại học"": ""8,592 (2019) [ 4 ]"", ""Vị trí"": ""Seongbuk-gu , Seoul , Hàn Quốc"", ""Khuôn viên"": ""Nội đô"", ""Màu"": ""Đỏ thắm"", ""Điền kinh"": ""Bóng đá , Bóng bầu dục , Bóng chày , Bóng rổ , Khúc côn cầu trên băng"", ""Biệt danh"": ""Anam Tigers"", ""Liên kết"": [""Hiệp hội các trường chuyên nghiệp về quan hệ quốc tế"", ""Đại học Mở Tanzania"", ""Đại học Washington tại St. Louis"", ""McDonnell International Scholars Academy"", ""["", ""5"", ""]""], ""Linh vật"": ""Hổ"", ""Website"": [""www.korea.edu"", ""(Tiếng Anh)"", ""www.korea.ac.kr"", ""(Tiếng Hàn)""], ""Hangul"": ""고려 대학교"", ""Hanja"": ""高麗 大學校"", ""Romaja quốc ngữ"": ""Goryeo Daehakgyo"", ""McCune–Reischauer"": ""Koryŏ Taehakkyo""}"
Đại học Chính Pháp Trung Quốc,{}
"Đại học California, Los Angeles","{""Loại"": ""Công lập"", ""Khẩu hiệu"": [""Fiat lux"", ""("", ""Latinh"", "")"", ""(Hãy có ánh sáng)""], ""Thành lập"": ""1881 , hơn 140 năm trước. Trở thành một phần của hệ thống UC vào năm 1919"", ""Hiệu trưởng"": ""Julio Frenk [ 4 ]"", ""Nhân viên"": ""32.883 (mùa thu 2023) [ 2 ]"", ""Giảng viên"": ""7.941 [ 3 ]"", ""Khuôn viên"": ""Nội thành , 419 acre (1.7 km²). Tổng diện tích sở hữu: 814 acre (3.2 km²)"", ""Màu"": [""Xanh da trời & vàng kim loại"", ""["", ""7"", ""]""], ""Linh vật"": ""Joe Bruin , Josephine Bruin"", ""Biệt danh"": ""gấu Bruin"", ""Tài trợ"": ""1,7 tỉ USD [ 1 ]"", ""Website"": ""www.ucla.edu"", ""Sinh viên đại học"": ""33.040 (mùa thu 2023) [ 5 ]"", ""Sinh viên sau đại học"": ""13.636 (mùa thu 2023) [ 6 ]""}"
Đại học Cologne,{}
Đại học Colorado Boulder,{}
Đại học Chiết Giang,"{""Khẩu hiệu"": ""求是创新 [ 1 ]"", ""Loại hình"": ""Công lập"", ""Thành lập"": ""1897"", ""Giảng viên"": ""4191"", ""Sinh viên"": ""60739 [ 2 ]"", ""Sinh viên đại học"": ""29209"", ""Sinh viên sau đại học"": ""31531"", ""Vị trí"": [""Tây Hồ"", "","", ""Hàng Châu"", "","", ""Cộng hòa nhân dân Trung Hoa"", ""30°15′49″B"", ""120°07′15″Đ"", ""﻿ / ﻿"", ""30,26361°B 120,12083°Đ"", ""﻿ /"", ""30.26361; 120.12083""], ""Khuôn viên"": ""Đô thị, 6.22 km²"", ""Màu"": ""Xanh và đỏ"", ""Linh vật"": ""Đại bàng cầu thị 求是鹰 [ 3 ]""}"
Đại học Chung-Ang,"{""Tọa độ"": ""37°30′18″B 126°57′18″Đ ﻿ / ﻿ 37,50489°B 126,95503°Đ ﻿ / 37.50489; 126.95503"", ""Loại"": ""Tư thục"", ""Khẩu hiệu"": ""Sống trong sự thật, sống cho công lý"", ""Thành lập"": ""Là trường mẫu giáo vào năm 1918, được cấp phép thành đại học năm 1953."", ""Hiệu trưởng"": ""Giáo sư Lee Yong-Goo"", ""Giảng viên"": ""700 giáo sư và hơn 500 cán bộ giảng dạy bán thời gian [ 1 ]"", ""Số Sinh viên"": ""33600 sinh viên đại học + 5,200 sinh viên đã tốt nghiệp. [ 1 ]"", ""Khuôn viên"": ""Thành phố"", ""Màu"": ""Màu xanh"", ""Linh vật"": ""Rồng Xanh"", ""Biệt danh"": ""중대 (Jungdae)"", ""Website"": [""neweng.cau.ac.kr"", ""(Tiếng Anh)"", ""www.cau.ac.kr"", ""(Tiếng Hàn Quốc)""]}"
Đại học Connecticut,{}
Đại học Chiang Mai,"{""Thành lập"": ""1964"", ""Hiệu trưởng"": ""Pongsak Angkasith"", ""Website"": ""http://www.cmu.ac.th""}"
Đại học Complutense Madrid,"{""Tên cũ"": ""Estudio de Escuelas Generales de Alcalá (1293-1499)"", ""Khẩu hiệu"": ""tiếng Latinh: Libertas Perfundet Omnia Luce (\""Tự do mang ánh sáng tràn khắp vạn vật\"")"", ""Loại hình"": ""Đại học công lập"", ""Thành lập"": ""20 tháng 5 năm 1293"", ""Kinh phí"": ""607.559.030 euro"", ""Hiệu trưởng"": ""Carlos Andradas Heranz"", ""Nhân viên quản lý"": ""11.162"", ""Sinh viên đại học"": ""74.771"", ""Sinh viên sau đại học"": ""11.388"", ""Vị trí"": ""Madrid , Tây Ban Nha"", ""Khuôn viên"": ""Nội ô (các quận Ciudad Universitaria và Somosaguas)"", ""Màu"": ""Amaranth & Dijon"", ""Liên kết"": ""Europaeum, Nhóm Đại học Compostela, Mạng lưới Utrecht, Mạng lưới các trường đại học thủ đô châu Âu (UNICA), Hiệp hội Đại học Quốc tế (IAU)"", ""Website"": ""www .ucm .es""}"
Đại học Comenius,{}
Đại học Colgate,"{""Tọa độ"": ""42°49′10″B 75°32′11″T ﻿ / ﻿ 42,81944°B 75,53639°T ﻿ / 42.81944; -75.53639"", ""Loại"": ""Tư"", ""Khẩu hiệu"": ""Deo Ac Veritati ( For God and Truth )"", ""Thành lập"": ""1819"", ""Hiệu trưởng"": ""Brian Casey [ 2 ]"", ""Giảng viên"": ""249"", ""Khuôn viên"": ""2.08 km² [ 4 ]"", ""Màu"": [""Đỏ đun"", ""và"", ""trắng"", ""["", ""5"", ""]""], ""Linh vật"": ""Raider"", ""Biệt danh"": ""Raiders"", ""Tài trợ"": ""849 triệu USD [ 1 ]"", ""Website"": ""www .colgate .edu"", ""Sinh viên đại học"": ""2,927 [ 3 ]"", ""Sinh viên sau đại học"": ""12""}"
Đại học Công giáo Forman,{}
Đại học Chulalongkorn,"{""Tên cũ"": ""Royal Pages School Civil Service College of King Chulalongkorn"", ""Khẩu hiệu"": ""เกียรติภูมิจุฬาฯ คือเกียรติแห่งการรับใช้ประชาชน (không chính thức) เสาหลักแห่งแผ่นดิน (vision statement)"", ""Khẩu hiệu trong Tiếng Anh"": ""Honour of Chula is the Honour of Serving the Public (không chính thức) Pillar of the Kingdom (vision statement)"", ""Loại hình"": ""Đại học công lập tự chủ"", ""Thành lập"": ""26 tháng 3 năm 1917 ; 108 năm trước ( 1917-03-26 )"", ""Sáng lập"": ""Vajiravudh"", ""Liên kết học tập"": ""ASAIHL , Hệ thống Đại học ASEAN , APRU , Học viện Học giả Quốc tế McDonnell tại Đại học Washington ở St. Louis [ 1 ]"", ""Kinh phí"": ""5.535 triệu baht (FY2019)"", ""Viện trưởng"": ""Wilert Puriwat"", ""Sinh viên"": ""37.626 [ 2 ]"", ""Sinh viên đại học"": ""26.202 [ 2 ]"", ""Sinh viên sau đại học"": ""8.029 [ 2 ]"", ""Nghiên cứu sinh"": ""2.627 [ 2 ]"", ""Vị trí"": [""Pathum Wan"", "","", ""Băng Cốc"", "","", ""Thái Lan"", ""13°44′18″B"", ""100°31′56″Đ"", ""﻿ / ﻿"", ""13,738359°B 100,532097°Đ"", ""﻿ /"", ""13.738359; 100.532097""], ""Khuôn viên"": ""Đô thị 2,0944 km 2 (0,8087 dặm vuông Anh) [ chuyển đổi: số không hợp lệ ]"", ""Hiệu ca"": [""\""Maha Chulalongkorn\"""", ""(\""Great Chulalongkorn\"")""], ""Màu"": ""Pink"", ""Linh vật"": ""Samanea saman"", ""Website"": [""www"", "".chula"", "".ac"", "".th"", ""www"", "".chula"", "".ac"", "".th"", ""/en""]}"
Đại học Copenhagen,"{""Loại"": ""Công lập"", ""Khẩu hiệu"": ""Coelestem adspicit lucem ( Latin )"", ""Thành lập"": ""1479"", ""Hiệu trưởng"": ""Ralf Hemmingsen"", ""Nhân viên"": ""App. 7.000 persons/app. 5.500 full-time equivalents"", ""Số Sinh viên"": ""37.986 ngày 1.10.2007"", ""Website"": ""www.ku.dk/english/"", ""Thành viên"": ""IARU , EUA , LAOTSE""}"
Đại học Công giáo Milano,{}
Đại học Công giáo Leuven,{}
Đại học Công giáo John Paul II Lublin,{}
Đại học Công giáo Hoa Kỳ,{}
Đại học Công nghệ Quốc gia Athens,{}
Đại học Công nghiệp Hà Bắc,{}
Đại học Công nghiệp Cáp Nhĩ Tân,"{""Khẩu hiệu"": ""规格严格，功夫到家"", ""Khẩu hiệu trong Tiếng Anh"": ""Rigor and Mastery"", ""Loại hình"": ""Đại học công lập"", ""Thành lập"": ""1920 ; 105 năm trước ( 1920 )"", ""Viện trưởng"": ""Hàn Kiệt Tài"", ""Giảng viên"": ""2.957"", ""Sinh viên đại học"": ""25.002"", ""Sinh viên sau đại học"": ""12.710"", ""Vị trí"": ""Cáp Nhĩ Tân , Hắc Long Giang Uy Hải , Sơn Đông Thâm Quyến , Quảng Đông"", ""Khuôn viên"": ""1.060.823 mẫu Anh (429.300 ha)"", ""Liên kết"": [""Liên minh C9"", ""Excellence League"", ""APRU"", ""Sino-Spanish University Alliance (SSU)"", ""Guangdong-Hong Kong-Macao University Alliance (GHMUA)"", ""UASR""], ""Website"": [""hit"", "".edu"", "".cn"", ""en"", "".hit"", "".edu"", "".cn""], ""Giản thể"": ""哈尔滨工业大学"", ""Phồn thể"": ""哈爾濱工業大學"", ""Phiên âm"": ""Phiên âm Tiếng Hán tiêu chuẩn Bính âm Hán ngữ Hā'ěrbīn Gōngyè Dàxué"", ""Bính âm Hán ngữ"": ""Hā'ěrbīn Gōngyè Dàxué""}"
Đại học Công nghệ Bắc Kinh,{}
Đại học Công nghệ Quốc gia Ural,{}
Đại học Columbia,"{""Tên cũ"": [""King's College"", ""(1754–1784)"", ""Columbia College"", ""(1784–1896)""], ""Khẩu hiệu"": ""In lumine Tuo videbimus lumen ( tiếng Latinh )"", ""Khẩu hiệu trong Tiếng Anh"": ""\""In Thy light shall we see light\"" [ 2 ]"", ""Loại hình"": ""Đại học nghiên cứu tư thục"", ""Thành lập"": ""25 tháng 5 năm 1754 ; 271 năm trước ( 1754-05-25 )"", ""Công nhận"": ""MSCHE"", ""Liên kết học tập"": ""AAU NAICU URA Space-grant"", ""Tài trợ"": ""14,8 tỷ đô la Mỹ (2024) [ 3 ]"", ""Kinh phí"": ""6,6 tỷ đô la Mỹ (2024) [ 4 ]"", ""Viện trưởng"": ""Claire Shipman (quyền)"", ""Phó hiệu trưởng"": ""Angela Olinto"", ""Giảng viên"": ""4,628 [ 5 ]"", ""Sinh viên"": ""36,649 [ 6 ]"", ""Sinh viên đại học"": ""9,761 [ 6 ]"", ""Sinh viên sau đại học"": ""26,888 [ 6 ]"", ""Vị trí"": [""Thành phố New York"", "","", ""New York"", "","", ""Hoa Kỳ"", ""40°48′27″B"", ""73°57′43″T"", ""﻿ / ﻿"", ""40,8075°B 73,96194°T"", ""﻿ /"", ""40.80750; -73.96194""], ""Khuôn viên"": ""Đô thị , 299 mẫu Anh (1,21 km 2 )"", ""Tờ báo"": ""Columbia Daily Spectator"", ""Màu"": [""Columbia Blue và White"", ""["", ""7"", ""]""], ""Biệt danh"": ""Lions"", ""Liên kết thể thao"": ""NCAA Division I FCS – Ivy League EARC IRA EAWRC"", ""Linh vật"": ""Roar-ee the Lion"", ""Website"": ""columbia .edu""}"
Đại học Công nghiệp Tây Bắc,{}
Đại học Cát Lâm,"{""Khẩu hiệu"": ""求实创新 励志图强 [ 1 ]"", ""Khẩu hiệu trong Tiếng Anh"": ""Truth · Innovation · Aspiration [ 2 ]"", ""Loại hình"": ""Đại học công lập"", ""Thành lập"": ""1946 ; 79 năm trước ( 1946 )"", ""Viện trưởng"": ""Trương Hy ( 张希 ) [ 3 ]"", ""Giảng viên"": ""6.624 (tháng 6 năm 2019)"", ""Nhân viên quản lý"": ""15.626 [ cần dẫn nguồn ]"", ""Sinh viên đại học"": ""41.734 (tháng 6 năm 2019)"", ""Sinh viên sau đại học"": ""26.872 (tháng 6 năm 2019)"", ""Nghiên cứu sinh"": ""7.813 (tháng 6 năm 2019)"", ""Vị trí"": ""Trường Xuân , Cát Lâm , Trung Quốc"", ""Khuôn viên"": ""611 hécta (1.510 mẫu Anh)"", ""Biệt danh"": ""吉大"", ""Liên kết"": [""BRICS Universities League"", ""Double First-Class Construction"", ""Đề án 211"", ""Đề án 985""], ""Website"": ""www .jlu .edu .cn"", ""Giản thể"": ""吉林大学"", ""Phồn thể"": ""吉林大學"", ""Phiên âm"": ""Phiên âm Tiếng Hán tiêu chuẩn Bính âm Hán ngữ Jílín Dàxué"", ""Bính âm Hán ngữ"": ""Jílín Dàxué""}"
Đại học Công nghệ Séc ở Praha,{}
Đại học Công nghệ Tampere,{}
Đại học Công nghệ Thành Đô,{}
Đại học Damascus,{}
Đại học Danube Krems,{}
Đại học DeVry,{}
Đại học Cornell,"{""Loại"": ""tư thục với 14 trường và cao đẳng."", ""Khẩu hiệu"": [""\""Tôi sẽ thành lập một trường mà bất cứ người nào cũng có thể tìm thấy hướng dẫn về bất cứ ngành nào.\"""", ""–Ezra Cornell, 1865"", ""["", ""1"", ""]""], ""Thành lập"": ""1865"", ""Hiệu trưởng"": ""David J. Skorton"", ""Giảng viên"": [""1.594 Ithaca"", ""1.005 New York City"", ""34 Qatar†""], ""Khuôn viên"": ""4.800 acres (19 km²)"", ""Màu"": ""Carnelian và trắng"", ""Linh vật"": ""The Cornell University Athletic Logo Không có. Mascot không chính thức là con gấu đôi khi được gọi là [ 4 ]"", ""Biệt danh"": ""Big Red"", ""Tài trợ"": ""10.0 tỉ $ [ 2 ]"", ""Website"": ""www.cornell.edu"", ""Thành viên"": ""Ivy League , AAU"", ""Sinh viên đại học"": ""13.515 Ithaca"", ""Sinh viên sau đại học"": [""5.932 Ithaca"", ""818 New York City"", ""135 Qatar"", ""["", ""3"", ""]""]}"
"Đại học Dr. Bhim Rao Ambedkar, Agra",{}
Đại học Delhi,{}
Đại học Dhaka,{}
Đại học Delaware,"{""Khẩu hiệu"": ""Scientia Sol Mentis Est ( tiếng Latin )"", ""Khẩu hiệu trong Tiếng Anh"": ""Kiến thức là ánh sáng của tâm trí"", ""Loại hình"": ""trường đại học nghiên cứu tư thục - công lập"", ""Thành lập"": ""1833 ; 192 năm trước ( 1833 ) (antecedent school founded 1743 and chartered 1769)"", ""Liên kết học tập"": [""Sea-grant"", ""Space-grant""], ""Tài trợ"": ""$1.466 billion (2019) [ 1 ]"", ""Viện trưởng"": ""Dennis Assanis"", ""Giảng viên"": ""1.172 (2012) [ 2 ]"", ""Nhân viên quản lý"": ""4.004"", ""Sinh viên"": ""24.120 (mùa Thu 2018) [ 3 ]"", ""Sinh viên đại học"": ""18.221 (mùa Thu 2018) [ 3 ]"", ""Sinh viên sau đại học"": ""4.164 (mùa Thu 2018) [ 3 ]"", ""Sinh viên khác"": ""1.735 (mùa Thu 2018) [ 3 ]"", ""Vị trí"": ""Newark , Delaware , Hoa Kỳ"", ""Khuôn viên"": ""Ngoại ô 2.012 mẫu Anh (8,14 km 2 ) [ 4 ]"", ""Màu"": [""Xanh biển vàng kim"", ""["", ""5"", ""]""], ""Biệt danh"": ""Fightin' Blue Hens"", ""Liên kết thể thao"": ""NCAA Division I FCS – CAA"", ""Linh vật"": ""YoUDee"", ""Website"": ""www .udel .edu""}"
Đại học Dickinson,"{""Loại"": ""Tư thục , khai phóng"", ""Khẩu hiệu"": ""Pietate et doctrina tuta libertas (Tín ngưỡng và giáo dục, thành trì bảo vệ tự do)"", ""Thành lập"": ""1783"", ""Hiệu trưởng"": ""Giáo sư William G. Durden"", ""Nhân viên"": ""210"", ""Khuôn viên"": [""Ngoại thành"", "", 170"", ""acre"", ""(0.7"", ""km"", ""²)""], ""Biệt danh"": ""Quỷ đỏ"", ""Tài trợ"": ""$280.1 triệu đôla Mỹ"", ""Website"": ""http://www.dickinson.edu/"", ""Sinh viên đại học"": ""2.300""}"
Đại học Chicago,"{""Khẩu hiệu"": ""Crescat scientia; vita excolatur ( tiếng Latinh )"", ""Khẩu hiệu trong Tiếng Anh"": ""\""Let knowledge grow from more to more; and so be human life enriched\"" [ 3 ]"", ""Loại hình"": ""Đại học nghiên cứu tư thục"", ""Thành lập"": ""1890 ; 135 năm trước ( 1890 ) [ 4 ]"", ""Sáng lập"": ""John D. Rockefeller"", ""Công nhận"": ""HLC"", ""Liên kết học tập"": ""Hiệp hội Viện Đại học Mỹ COFHE NAICU URA Space-grant"", ""Tài trợ"": ""10,4 tỷ đô la Mỹ (2024) [ 5 ]"", ""Viện trưởng"": ""Paul Alivisatos"", ""Phó hiệu trưởng"": ""Katherine Baicker"", ""Giảng viên"": ""2,859 [ 6 ]"", ""Nhân viên quản lý"": ""15,949 (bao gồm Trung tâm Y khoa Đại học Chicago ) [ 6 ]"", ""Sinh viên"": ""18,452"", ""Sinh viên đại học"": ""7,559 [ 7 ]"", ""Sinh viên sau đại học"": ""10,893 [ 7 ]"", ""Vị trí"": [""Chicago"", "","", ""Illinois"", "","", ""Hoa Kỳ"", ""41°47′23″B"", ""87°35′59″T"", ""﻿ / ﻿"", ""41,78972°B 87,59972°T"", ""﻿ /"", ""41.78972; -87.59972""], ""Khuôn viên"": ""Thành phố lớn [ 8 ] , 217 mẫu Anh (87,8 ha) (khuôn viên chính) [ 7 ]"", ""Những khuôn viên khác"": ""Bắc Kinh Chikaming Township, Michigan [ 9 ] Delhi Hồng Kông Luân Đôn Luxor Paris [ 10 ]"", ""Tờ báo"": ""The Chicago Maroon"", ""Màu"": ""Maroon [ 11 ]"", ""Biệt danh"": ""Maroons"", ""Liên kết thể thao"": ""NCAA Division III – UAA MWC CCIW"", ""Linh vật"": ""Phil the Phoenix"", ""Website"": ""uchicago .edu""}"
Đại học Drexel,"{""Tọa độ"": ""39°57′23″B 75°11′19″T ﻿ / ﻿ 39,956441°B 75,188686°T ﻿ / 39.956441; -75.188686"", ""Loại"": ""công lập"", ""Khẩu hiệu"": ""Khoa học, Công nghệ, Nghệ thuật"", ""Thành lập"": ""1891"", ""Hiệu trưởng"": ""John Anderson Fry"", ""Nhân viên"": ""1.404"", ""Số Sinh viên"": ""22.493"", ""Dạng thời khóa biểu"": ""Quarter"", ""Khuôn viên"": ""Thành thị"", ""Màu"": ""Blue và Gold"", ""Linh vật"": ""Rồng , \""Mario the Magnificent\"""", ""Tài trợ"": ""408 triệu USD [ 1 ]"", ""Website"": ""www.drexel.edu"", ""Phó hiệu trưởng"": ""TS. Mark Greenberg"", ""Sinh viên đại học"": ""13.484 [ 2 ]"", ""Sinh viên sau đại học"": ""9.009 [ 2 ]""}"
Đại học Dublin,{}
Đại học Edinburg,{}
Đại học Eureka,{}
Đại học Eden Mohila,{}
Đại học Dầu khí Ploiești,{}
Đại học Emory,{}
Đại học Fordham,{}
Đại học Florence,{}
